shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
6,39.4373664856,-0.4576331377,44
6,39.4374046326,-0.4581212997,45
6,39.4373855591,-0.4586362839,46
6,39.4373474121,-0.4590815306,47
6,39.4371681213,-0.4596716166,48
6,39.4369239807,-0.4601275921,49
6,39.4364242554,-0.4606050253,50
6,39.4355392456,-0.4608732462,51
6,39.4346466064,-0.4609861076,52
6,39.4330291748,-0.4608947039,53
6,39.4295387268,-0.4609644413,54
6,39.4271621704,-0.4612004757,55
6,39.4266548157,-0.4615545273,56
6,39.4261398315,-0.4623270035,57
6,39.4257926941,-0.4632604122,58
6,39.4257926941,-0.4642689228,59
6,39.4260101318,-0.4656422138,60
6,39.4268455505,-0.4669189453,61
6,39.4293327332,-0.4699015617,62
6,39.4318122864,-0.4728333354,63
7,39.4649391174,-0.3382369876,1
7,39.4664268494,-0.3429694474,2
7,39.4703330994,-0.3503944576,3
7,39.4726257324,-0.3581166565,4
7,39.4731559753,-0.3653166592,5
7,39.4718475342,-0.36870718,6
7,39.4701461792,-0.3709277809,7
7,39.4670944214,-0.3748226166,8
7,39.467010498,-0.3751659393,9
7,39.4671859741,-0.3773750067,10
7,39.4681358337,-0.3803157806,11
7,39.4689331055,-0.381860733,12
7,39.4701766968,-0.3835988045,13
7,39.4703025818,-0.3850361109,14
7,39.470123291,-0.3858304024,15
7,39.4680557251,-0.3954434395,16
7,39.4682197571,-0.397574991,17
7,39.4706573486,-0.4076305628,18
7,39.4738235474,-0.418305546,19
7,39.4760093689,-0.4243694544,20
7,39.4776191711,-0.4331833422,21
7,39.481086731,-0.441880554,22
7,39.4848327637,-0.4505681992,23
7,39.4895896912,-0.4590654373,24
7,39.4926490784,-0.4672361016,25
7,39.4923667908,-0.4749194384,26
8,39.4959526062,-0.3725369871,1
8,39.4964179993,-0.3722342849,2
8,39.4973907471,-0.3718614578,3
8,39.4978561401,-0.3716522455,4
8,39.4979667664,-0.3715503216,5
8,39.4980278015,-0.3714537621,6
8,39.4980430603,-0.3712981939,7
8,39.4977073669,-0.3700053692,8
8,39.4972190857,-0.3684949875,9
8,39.4970664978,-0.3679078817,10
8,39.4967689514,-0.3669261932,11
8,39.4965438843,-0.3658184409,12
8,39.4964179993,-0.36531955,13
8,39.4961585999,-0.3644317389,14
8,39.4961090088,-0.3642976284,15
8,39.4960441589,-0.364227891,16
8,39.4959869385,-0.3641957045,17
8,39.4959259033,-0.3641876578,18
8,39.4958381653,-0.3642171621,19
8,39.4954681396,-0.36465168,20
8,39.4949188232,-0.3655419946,21
8,39.4945068359,-0.365858674,22
8,39.4934005737,-0.3672373295,23
8,39.4931488037,-0.3676636219,24
8,39.4929695129,-0.3677818179,25
8,39.492816925,-0.3679507971,26
8,39.4927253723,-0.3679829836,27
8,39.4926567078,-0.3679856658,28
8,39.4925422668,-0.3679132462,29
8,39.4923782349,-0.3676825762,30
8,39.4921112061,-0.3673258424,31
8,39.4917449951,-0.3668162227,32
8,39.4905471802,-0.3652364016,33
8,39.4901733398,-0.3648930788,34
8,39.4892997742,-0.3660329878,35
8,39.4883575439,-0.3678542376,36
8,39.4878578186,-0.3686401248,37
8,39.4872589111,-0.3693857789,38
8,39.4871253967,-0.3695225716,39
8,39.4870033264,-0.3695467114,40
8,39.4868202209,-0.3694286942,41
8,39.4864883423,-0.3682458401,42
8,39.4862709045,-0.3677638769,43
8,39.4848518372,-0.3623333275,44
8,39.4838027954,-0.3589332104,45
8,39.4833717346,-0.3579472303,46
8,39.4827270508,-0.3553014994,47
8,39.4817314148,-0.3523188829,48
8,39.4811248779,-0.351691246,49
8,39.4813156128,-0.3504999876,50
8,39.4796600342,-0.3448249996,51
8,39.47813797,-0.3396222293,52
8,39.4765930176,-0.3342027664,53
8,39.4752044678,-0.3293749988,54
8,39.4746551514,-0.3273528814,55
8,39.4745407104,-0.3258669376,56
8,39.4742660522,-0.32561481,57
8,39.473690033,-0.3257277906,58
8,39.4689292908,-0.3257277906,59
8,39.4680175781,-0.325679183,60
8,39.4676246643,-0.3255933523,61
8,39.4674530029,-0.3257918358,62
8,39.4665222168,-0.3279320002,63
8,39.4670677185,-0.327476263,64
8,39.4660186768,-0.3280556202,65
8,39.4646186829,-0.3279268742,66
8,39.4635925293,-0.3280878067,67
8,39.4635124207,-0.32900244,68
8,39.4635162354,-0.3293162584,69
8,39.4631004333,-0.3294720054,70
8,39.4630088806,-0.3302443027,71
8,39.4629211426,-0.3304508328,72
8,39.4629554749,-0.3314056993,73
8,39.4632453918,-0.3339729905,74
8,39.4633903503,-0.334828198,75
8,39.4635353088,-0.3355711699,76
8,39.4636154175,-0.3361719847,77
8,39.4636611938,-0.3363758326,78
8,39.4641418457,-0.3364133835,79
8,39.4649391174,-0.3382369876,80
9,39.4649391174,-0.3382369876,1
9,39.4632453918,-0.3339729905,2
9,39.4631004333,-0.3294720054,3
9,39.4632530212,-0.3258508444,4
10,39.4649391174,-0.3382369876,1
10,39.4641685486,-0.3364831209,2
10,39.4640693665,-0.3364080191,3
10,39.4638595581,-0.3363972902,4
10,39.4636611938,-0.3363758326,5
10,39.4636039734,-0.3361666203,6
10,39.4635391235,-0.3356570005,7
10,39.4633789062,-0.3348255157,8
10,39.4632453918,-0.3339729905,9
10,39.4629707336,-0.3316926956,10
10,39.4629249573,-0.330670774,11
10,39.4629631042,-0.3303274512,12
10,39.4631004333,-0.3294720054,13
10,39.4635353088,-0.3290104866,14
10,39.4635620117,-0.3280824423,15
10,39.4645462036,-0.3279215097,16
10,39.4663124084,-0.3279912472,17
10,39.4665222168,-0.3279320002,18
10,39.4676475525,-0.3279912472,19
10,39.4679031372,-0.3282111883,20
10,39.4693069458,-0.3281527758,21
10,39.4728546143,-0.3275833428,22
10,39.4741287231,-0.3273260593,23
10,39.4744873047,-0.3273046017,24
10,39.4747314453,-0.3276211023,25
10,39.4752044678,-0.3293749988,26
10,39.4765930176,-0.3342027664,27
10,39.47813797,-0.3396222293,28
10,39.4796600342,-0.3448249996,29
10,39.4813156128,-0.3504999876,30
10,39.4810028076,-0.3509616852,31
10,39.4809379578,-0.3514659405,32
10,39.4810943604,-0.351921916,33
10,39.481426239,-0.3521472216,34
10,39.4816436768,-0.3522706032,35
10,39.481803894,-0.352576375,36
10,39.4820518494,-0.3533005714,37
10,39.4833717346,-0.3579472303,38
10,39.4838218689,-0.3589949012,39
10,39.4848518372,-0.3623333275,40
10,39.4862709045,-0.3677638769,41
10,39.4868888855,-0.3694903851,42
10,39.4871444702,-0.3695118427,43
10,39.4874649048,-0.369130969,44
10,39.4882965088,-0.367923975,45
10,39.4892997742,-0.3660329878,46
10,39.4900741577,-0.3649091721,47
10,39.4902763367,-0.3649252653,48
10,39.4905166626,-0.365177393,49
10,39.4908485413,-0.3656548262,50
10,39.4916229248,-0.3666687012,51
10,39.4922447205,-0.3674733639,52
10,39.492477417,-0.3679186106,53
10,39.4927635193,-0.3679561615,54
10,39.4929199219,-0.3677791357,55
10,39.4931488037,-0.3676636219,56
10,39.4941482544,-0.3662931919,57
10,39.4949188232,-0.3655419946,58
10,39.4958839417,-0.3641796112,59
10,39.4960594177,-0.364292264,60
10,39.4961166382,-0.3644317389,61
10,39.4963798523,-0.3653168678,62
10,39.4964981079,-0.3658157587,63
10,39.4967308044,-0.3669208288,64
10,39.4972190857,-0.3684949875,65
10,39.4977264404,-0.3700697422,66
10,39.4979972839,-0.3712981939,67
10,39.4979782104,-0.3714537621,68
10,39.49792099,-0.3715610504,69
10,39.4978065491,-0.3716522455,70
10,39.4972839355,-0.371850729,71
10,39.496307373,-0.3722369671,72
10,39.4959526062,-0.3725369871,73
25,39.4693069458,-0.3281527758,1
25,39.4728546143,-0.3275833428,2
25,39.4752044678,-0.3293749988,3
25,39.4765930176,-0.3342027664,4
25,39.47813797,-0.3396222293,5
25,39.4796600342,-0.3448249996,6
25,39.4813156128,-0.3504999876,7
25,39.4833717346,-0.3579472303,8
25,39.4848518372,-0.3623333275,9
25,39.4862709045,-0.3677638769,10
25,39.4817810059,-0.3731805682,11
25,39.4864997864,-0.3749722242,12
25,39.4859657288,-0.3817070127,13
25,39.4879722595,-0.3838368952,14
25,39.4895629883,-0.387258321,15
25,39.4900283813,-0.3909277916,16
25,39.4922904968,-0.3945111036,17
25,39.4944343567,-0.3968166709,18
25,39.4971809387,-0.4001416564,19
25,39.4995765686,-0.4021083415,20
25,39.504032135,-0.4124779999,21
25,39.5052909851,-0.4163239896,22
25,39.5072212219,-0.4174583256,23
25,39.5085601807,-0.4198839962,24
25,39.5122032166,-0.424748987,25
25,39.5098991394,-0.4304472208,26
43,39.4923667908,-0.4749194384,1
43,39.4926490784,-0.4672361016,2
43,39.4895896912,-0.4590654373,3
43,39.4848327637,-0.4505681992,4
43,39.481086731,-0.441880554,5
43,39.4776191711,-0.4331833422,6
43,39.4760093689,-0.4243694544,7
43,39.4738235474,-0.418305546,8
43,39.4706573486,-0.4076305628,9
43,39.4682197571,-0.397574991,10
43,39.4679946899,-0.3952932358,11
43,39.4703025818,-0.3850361109,12
43,39.4700584412,-0.3835344315,13
43,39.4679870605,-0.3801333904,14
43,39.4671859741,-0.3773750067,15
43,39.4668693542,-0.3749406338,16
43,39.4701461792,-0.3709277809,17
43,39.4717063904,-0.3687286377,18
43,39.4731559753,-0.3653166592,19
43,39.4737930298,-0.3639221191,20
43,39.4780044556,-0.361905545,21
43,39.4802856445,-0.360660553,22
43,39.4809837341,-0.3597056866,23
43,39.4837875366,-0.3630638123,24
43,39.4848518372,-0.3623333275,25
43,39.4924316406,-0.3587944508,26
43,39.4937133789,-0.3581687808,27
43,39.4948043823,-0.3569108248,28
43,39.4956626892,-0.3552222252,29
43,39.4962348938,-0.3542017937,30
43,39.4967727661,-0.3533649445,31
43,39.4977531433,-0.3525924683,32
43,39.4990310669,-0.3521203995,33
43,39.5007629395,-0.352327764,34
43,39.5031852722,-0.3530699015,35
43,39.5053024292,-0.3536975384,36
43,39.5098457336,-0.353949666,37
43,39.5122566223,-0.3542666733,38
43,39.5142440796,-0.3541642427,39
43,39.5166778564,-0.3531503677,40
43,39.5186882019,-0.3520613909,41
43,39.5212974548,-0.3506398201,42
43,39.5232276917,-0.349829793,43
43,39.5242767334,-0.3498405218,44
43,39.524646759,-0.3499317169,45
43,39.5258369446,-0.3505647182,46
43,39.5280303955,-0.3518194556,47
43,39.5292205811,-0.3524369001,48
43,39.5313453674,-0.3536438942,49
43,39.5333061218,-0.3547167778,50
43,39.5349998474,-0.3548133373,51
43,39.5356025696,-0.3546416759,52
43,39.5372238159,-0.3538694382,53
43,39.5436897278,-0.3492504358,54
43,39.5452651978,-0.3482888937,55
43,39.5467338562,-0.34727633,56
43,39.550075531,-0.3461498022,57
43,39.5537033081,-0.3450661898,58
43,39.556552887,-0.3441274166,59
43,39.5593032837,-0.3432261944,60
43,39.5605239868,-0.3421103954,61
43,39.5615768433,-0.3408555686,62
43,39.563293457,-0.3388649225,63
43,39.5654907227,-0.3362953663,64
43,39.5656509399,-0.3359788656,65
43,39.5667572021,-0.3352493048,66
43,39.5705604553,-0.3330333233,67
43,39.5746383667,-0.3304105997,68
43,39.575214386,-0.3301048279,69
43,39.5764846802,-0.33013165,70
43,39.5794181824,-0.3304361105,71
43,39.5885238647,-0.3310583234,72
44,39.4923667908,-0.4749194384,1
44,39.4926490784,-0.4672361016,2
44,39.4895896912,-0.4590654373,3
44,39.4848327637,-0.4505681992,4
44,39.481086731,-0.441880554,5
44,39.4776191711,-0.4331833422,6
44,39.4760093689,-0.4243694544,7
44,39.4738235474,-0.418305546,8
44,39.4706573486,-0.4076305628,9
44,39.4682197571,-0.397574991,10
44,39.4680633545,-0.3954434395,11
44,39.4701118469,-0.3858947754,12
44,39.4703025818,-0.3850361109,13
44,39.4701652527,-0.3835988045,14
44,39.4689407349,-0.3818714619,15
44,39.4681472778,-0.3803157806,16
44,39.4671859741,-0.3773750067,17
44,39.4670257568,-0.3751659393,18
44,39.4671020508,-0.3748440742,19
44,39.4701461792,-0.3709277809,20
44,39.4719810486,-0.3685998917,21
44,39.4731559753,-0.3653166592,22
44,39.4726257324,-0.3581166565,23
44,39.4703330994,-0.3503944576,24
44,39.4664268494,-0.3429694474,25
44,39.4649391174,-0.3382369876,26
45,39.4318122864,-0.4728333354,1
45,39.4268302917,-0.4668974876,2
45,39.4259986877,-0.465631485,3
45,39.4257926941,-0.464258194,4
45,39.4258346558,-0.4631102085,5
45,39.4261398315,-0.4623377323,6
45,39.4268035889,-0.4614043236,7
45,39.4273757935,-0.4610931873,8
45,39.4307250977,-0.4609429836,9
45,39.4333152771,-0.4608947039,10
45,39.4341392517,-0.4608786106,11
45,39.4346466064,-0.4609861076,12
45,39.4357299805,-0.4608517885,13
45,39.4364776611,-0.460588932,14
45,39.4369239807,-0.4601275921,15
45,39.4371757507,-0.4596662521,16
45,39.4373512268,-0.4590815306,17
45,39.4374084473,-0.4586362839,18
45,39.4374084473,-0.4581212997,19
45,39.4373703003,-0.4576438665,20
45,39.4371070862,-0.4563188553,21
45,39.4365158081,-0.4535132647,22
45,39.4360733032,-0.451399684,23
45,39.4353408813,-0.4478698969,24
45,39.4347610474,-0.4451018572,25
45,39.4340400696,-0.4417222738,26
45,39.4336128235,-0.4396408796,27
45,39.4331207275,-0.4371583462,28
45,39.4305610657,-0.4249423742,29
45,39.4305381775,-0.4232794046,30
45,39.4307594299,-0.422244072,31
45,39.4311332703,-0.4212892056,32
45,39.4317970276,-0.4195672274,33
45,39.4322624207,-0.4180611074,34
45,39.4327163696,-0.4170942307,35
45,39.4332466125,-0.4164773226,36
45,39.4339256287,-0.4159033298,37
45,39.4357147217,-0.4145139456,38
45,39.4372367859,-0.4134249687,39
45,39.4408111572,-0.4106472135,40
45,39.4510345459,-0.4028027654,41
45,39.4545707703,-0.3983833194,42
45,39.4556121826,-0.3968918324,43
45,39.456111908,-0.3956580162,44
45,39.4563751221,-0.3918814659,45
45,39.456451416,-0.3905083239,46
45,39.4565162659,-0.3888130188,47
45,39.4566497803,-0.3880190849,48
45,39.4568710327,-0.3875148296,49
45,39.4575767517,-0.3868925571,50
45,39.4584121704,-0.3860664368,51
45,39.4592018127,-0.3845416605,52
45,39.4605178833,-0.3816354275,53
45,39.4610557556,-0.3807449341,54
45,39.4617996216,-0.3800690174,55
45,39.4639778137,-0.3794222176,56
45,39.4661064148,-0.3782343864,57
45,39.4665489197,-0.377805233,58
45,39.4668273926,-0.3772580624,59
45,39.4669685364,-0.3767323494,60
45,39.4670944214,-0.3758525848,61
45,39.4670257568,-0.3751444817,62
45,39.4670944214,-0.3748333454,63
45,39.4701461792,-0.3709277809,64
45,39.4718322754,-0.36870718,65
45,39.4731559753,-0.3653166592,66
45,39.4726257324,-0.3581166565,67
45,39.4703330994,-0.3503944576,68
45,39.4664268494,-0.3429694474,69
45,39.4649391174,-0.3382369876,70
47,39.4318122864,-0.4728333354,1
47,39.4267616272,-0.4670262337,2
47,39.4258842468,-0.4652452469,3
47,39.4259338379,-0.4628634453,4
47,39.4271278381,-0.4612970352,5
47,39.4346466064,-0.4609861076,6
47,39.436706543,-0.4602885246,7
47,39.4371871948,-0.4595804214,8
47,39.4373703003,-0.4583787918,9
47,39.4371871948,-0.4569625854,10
47,39.4331207275,-0.4371583462,11
47,39.4309234619,-0.4272222519,12
47,39.4304771423,-0.4242825508,13
47,39.4307556152,-0.4221796989,14
47,39.4322624207,-0.4180611074,15
47,39.4329528809,-0.41677773,16
47,39.4333534241,-0.4163324833,17
47,39.4350357056,-0.4150235653,18
47,39.4408111572,-0.4106472135,19
47,39.4510345459,-0.4028027654,20
47,39.4545707703,-0.3983833194,21
47,39.456451416,-0.3905083239,22
47,39.4592018127,-0.3845416605,23
47,39.4662017822,-0.3816333413,24
47,39.4703025818,-0.3850361109,25
47,39.4788665771,-0.3912055492,26
47,39.4846305847,-0.3950361013,27
47,39.4910316467,-0.3993369341,28
47,39.4995765686,-0.4021083415,29
47,39.5006752014,-0.4035866261,30
47,39.5013427734,-0.4041659832,31
47,39.5021781921,-0.4049813747,32
47,39.5025100708,-0.4056143761,33
47,39.5027160645,-0.4063332081,34
47,39.5027313232,-0.4074704647,35
47,39.5023803711,-0.4120722115,36
47,39.501865387,-0.4133927822,37
47,39.5015640259,-0.4141116142,38
47,39.5014076233,-0.4147553444,39
47,39.5014572144,-0.415699482,40
47,39.5017471313,-0.4165685177,41
47,39.5019226074,-0.4174804688,42
47,39.5018768311,-0.4194111228,43
47,39.5017547607,-0.4208922386,44
47,39.5015907288,-0.4215145111,45
47,39.5007209778,-0.4230380058,46
47,39.4999427795,-0.424207449,47
47,39.4987373352,-0.4254194498,48
47,39.4974327087,-0.4266643524,49
47,39.4965896606,-0.4283380508,50
47,39.4952316284,-0.4309988022,51
47,39.4950675964,-0.4320716858,52
47,39.4958457947,-0.435323,53
47,39.4988098145,-0.4419719875,54
47,39.5005455017,-0.4460513592,55
47,39.5020294189,-0.4493021965,56
47,39.505657196,-0.4551055431,57
47,39.5111732483,-0.4645166695,58
47,39.5195350647,-0.4714250565,59
47,39.5268058777,-0.4871222079,60
47,39.5306434631,-0.4900074005,61
47,39.5328598022,-0.4916381836,62
